"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Bécasseau maubèche"
"0";"Bécasseau minute"
"0";"Bécasse des bois"
"0";"Bécassine sourde"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Bruant jaune"
"0";"Canard pilet"
"0";"Chevalier aboyeur"
"0";"Chevalier gambette"
"0";"Corbeau freux"
"0";"Etourneau roselin"
"0";"Foulque macroule"
"0";"Goéland pontique"
"0";"Grèbe castagneux"
"0";"Grèbe jougris"
"0";"Hibou moyen-duc"
"0";"Hirondelle rousseline"
"0";"Hypolaïs polyglotte"
"0";"Labbe pomarin"
"0";"Macareux moine"
"0";"Mésange à longue queue"
"0";"Océanite culblanc"
"0";"Phragmite des joncs"
"0";"Pic épeiche"
"0";"Pie-grièche à tête rousse"
"0";"Pipit à gorge rousse"
"0";"Pipit spioncelle"
"0";"Pouillot siffleur"
"0";"Spatule blanche"
"0";"Sterne naine"
"0";"Torcol fourmilier"
"0";"Vanneau huppé"
