frname,lastobs,newcount,oldcount
Avocette élégante,2018,0,2
Canard chipeau,2019,0,18
Cigogne noire,2016,0,2
Circaète Jean-le-Blanc,2012,0,1
Crave à bec rouge,2018,0,1
Cygne tuberculé,2018,0,28
Fuligule milouinan,2016,0,2
Garrot à oeil d'or,2017,0,5
Goéland bourgmestre,2009,0,1
Goéland leucophée,2017,0,4
Grosbec casse-noyaux,2016,0,2
Harle bièvre,2015,0,2
Hirondelle rousseline,2009,0,1
Ibis falcinelle,2014,0,5
Mergule nain,2015,0,2
Milan royal,2018,0,1
Moineau friquet,2013,0,1
Nette rousse,2019,0,21
Oie rieuse,2016,0,3
Perdrix rouge,2016,0,1
Phragmite des joncs,2016,0,2
Pouillot à grands sourcils,2013,0,2
Puffin cendré,2017,0,2
