"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécasseau variable"
"0";"Bécassine des marais"
"0";"Bergeronnette printanière"
"0";"Canard mandarin"
"0";"Canard siffleur"
"0";"Canard souchet"
"0";"Chevalier sylvain"
"0";"Cigogne noire"
"0";"Courlis cendré"
"0";"Échasse blanche"
"0";"Élanion blanc"
"0";"Fauvette des jardins"
"0";"Fuligule milouin"
"0";"Goéland leucophée"
"0";"Grèbe huppé"
"0";"Grive litorne"
"0";"Grive mauvis"
"0";"Huîtrier pie"
"0";"Mésange noire"
"0";"Mésange nonnette"
"0";"Océanite culblanc"
"0";"Oie cendrée"
"0";"Petit Gravelot"
"0";"Pigeon biset domestique"
"0";"Pipit rousseline"
"0";"Pluvier doré"
"0";"Sterne pierregarin"
"0";"Vautour fauve"
