"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Avocette élégante"
"0";"Bécassine sourde"
"0";"Bec-croisé des sapins"
"0";"Bruant jaune"
"0";"Butor étoilé"
"0";"Cochevis huppé"
"0";"Combattant varié"
"0";"Corneille mantelée"
"0";"Faucon émerillon"
"0";"Fauvette babillarde"
"0";"Garrot à oeil d'or"
"0";"Gorgebleue à miroir"
"0";"Guifette noire"
"0";"Jaseur boréal"
"0";"Locustelle tachetée"
"0";"Marouette ponctuée"
"0";"Mouette mélanocéphale"
"0";"Mouette pygmée"
"0";"Ouette d'Egypte"
"0";"Petit-duc scops"
"0";"Pie-grièche grise"
"0";"Sterne pierregarin"
"0";"Tadorne casarca"
