"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Caille des blés"
"0";"Chouette hulotte"
"0";"Cincle plongeur"
"0";"Faucon émerillon"
"0";"Faucon pèlerin"
"0";"Grèbe castagneux"
"0";"Hibou moyen-duc"
"0";"Martin-pêcheur d'Europe"
"0";"Mésange huppée"
"0";"Moineau friquet"
"0";"Mouette rieuse"
"0";"Perdrix grise"
"0";"Perdrix rouge"
"0";"Pic cendré"
"0";"Pic noir"
"0";"Pouillot de Bonelli"
"0";"Sarcelle d'hiver"
"0";"Sterne pierregarin"
