"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécasseau minute"
"0";"Bécasseau violet"
"0";"Bec-croisé des sapins"
"0";"Bouvreuil pivoine"
"0";"Bruant des roseaux"
"0";"Bruant jaune"
"0";"Busard Saint-Martin"
"0";"Chevalier culblanc"
"0";"Chevalier sylvain"
"0";"Chouette hulotte"
"0";"Coucou gris"
"0";"Faucon émerillon"
"0";"Geai des chênes"
"0";"Gobemouche gris"
"0";"Goéland leucophée"
"0";"Grèbe à cou noir"
"0";"Grèbe castagneux"
"0";"Grimpereau des jardins"
"0";"Grive litorne"
"0";"Hibou moyen-duc"
"0";"Ibis sacré"
"0";"Labbe à longue queue"
"0";"Labbe pomarin"
"0";"Milan noir"
"0";"Phalarope à bec large"
"0";"Phragmite des joncs"
"0";"Pie-grièche à tête rousse"
"0";"Pinson du Nord"
"0";"Pipit spioncelle"
"0";"Plongeon catmarin"
"0";"Pouillot à grands sourcils"
"0";"Râle d'eau"
"0";"Vanneau huppé"
