"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Astrild ondulé"
"0";"Autour des palombes"
"0";"Barge à queue noire"
"0";"Bec-croisé des sapins"
"0";"Bruant jaune"
"0";"Bruant nain"
"0";"Butor étoilé"
"0";"Canard carolin"
"0";"Courlis cendré"
"0";"Échasse blanche"
"0";"Effraie des clochers"
"0";"Fauvette babillarde"
"0";"Fauvette pitchou"
"0";"Goéland argenté"
"0";"Goéland pontique"
"0";"Grand Gravelot"
"0";"Grèbe jougris"
"0";"Ibis sacré"
"0";"Inséparable de Fischer"
"0";"Locustelle luscinioïde"
"0";"Macreuse brune"
"0";"Mésange huppée"
"0";"Monticole bleu"
"0";"Mouette mélanocéphale"
"0";"Mouette tridactyle"
"0";"Perdrix grise"
"0";"Pic noir"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Venturon montagnard"
