"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bergeronnette printanière"
"0";"Bruant des roseaux"
"0";"Busard cendré"
"0";"Choucas des tours"
"0";"Faisan de Colchide"
"0";"Faucon émerillon"
"0";"Faucon hobereau"
"0";"Faucon pèlerin"
"0";"Fauvette mélanocéphale"
"0";"Gallinule poule-d'eau"
"0";"Gobemouche gris"
"0";"Gobemouche noir"
"0";"Héron cendré"
"0";"Martinet à ventre blanc"
"0";"Merle à plastron"
"0";"Moineau friquet"
"0";"Monticole de roche"
"0";"Pic épeichette"
"0";"Pie-grièche à tête rousse"
"0";"Pipit spioncelle"
"0";"Pouillot fitis"
"0";"Rousserolle effarvatte"
"0";"Tarier des prés"
"0";"Tétras lyre"
"0";"Torcol fourmilier"
"0";"Vanneau huppé"
