"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Bécassine des marais"
"0";"Bruant ortolan"
"0";"Busard des roseaux"
"0";"Chevalier culblanc"
"0";"Chevalier gambette"
"0";"Choucas des tours"
"0";"Cigogne blanche"
"0";"Cigogne noire"
"0";"Corbeau freux"
"0";"Coucou geai"
"0";"Effraie des clochers"
"0";"Faucon émerillon"
"0";"Gobemouche gris"
"0";"Grèbe castagneux"
"0";"Hibou moyen-duc"
"0";"Martinet à ventre blanc"
"0";"Mésange boréale"
"0";"Moineau friquet"
"0";"Perruche à collier"
"0";"Pie-grièche à tête rousse"
"0";"Pipit rousseline"
"0";"Sizerin flammé"
"0";"Tichodrome échelette"
"0";"Vanneau huppé"
"0";"Venturon montagnard"
