"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bergeronnette grise"
"0";"Bondrée apivore"
"0";"Fauvette des jardins"
"0";"Gobemouche gris"
"0";"Goéland argenté"
"0";"Grèbe castagneux"
"0";"Grimpereau des jardins"
"0";"Hirondelle de rivage"
"0";"Hypolaïs polyglotte"
"0";"Léiothrix jaune"
"0";"Loriot d'Europe"
"0";"Perdrix rouge"
"0";"Petit-duc scops"
"0";"Pipit des arbres"
"0";"Pluvier doré"
"0";"Pouillot fitis"
"0";"Pouillot siffleur"
"0";"Rougequeue à front blanc"
