"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Bergeronnette printanière"
"0";"Bruant ortolan"
"0";"Chevalier culblanc"
"0";"Chevêche d'Athéna"
"0";"Choucas des tours"
"0";"Cincle plongeur"
"0";"Corbeau freux"
"0";"Faisan de Colchide"
"0";"Faucon émerillon"
"0";"Faucon kobez"
"0";"Fauvette des jardins"
"0";"Goéland cendré"
"0";"Goéland leucophée"
"0";"Grand-duc d'Europe"
"0";"Grèbe castagneux"
"0";"Hypolaïs polyglotte"
"0";"Locustelle tachetée"
"0";"Milan royal"
"0";"Moineau friquet"
"0";"Niverolle alpine"
"0";"Oedicnème criard"
"0";"Perdrix rouge"
"0";"Pic épeichette"
"0";"Pie-grièche méridionale"
"0";"Pigeon biset domestique"
"0";"Pouillot fitis"
"0";"Rollier d'Europe"
