"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Barge à queue noire"
"0";"Bécasseau minute"
"0";"Bécasseau sanderling"
"0";"Bécassine sourde"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Bernache du Canada"
"0";"Bruant ortolan"
"0";"Canard mandarin"
"0";"Cincle plongeur"
"0";"Circaète Jean-le-Blanc"
"0";"Cisticole des joncs"
"0";"Courlis corlieu"
"0";"Crabier chevelu"
"0";"Cygne chanteur"
"0";"Cygne noir"
"0";"Eider à duvet"
"0";"Érismature rousse"
"0";"Faucon kobez"
"0";"Fuligule milouinan"
"0";"Fuligule nyroca"
"0";"Goéland railleur"
"0";"Gorgebleue à miroir"
"0";"Harelde boréale"
"0";"Harle piette"
"0";"Hibou des marais"
"0";"Hirondelle de rochers"
"0";"Huîtrier pie"
"0";"Hypolaïs ictérine"
"0";"Labbe pomarin"
"0";"Locustelle luscinioïde"
"0";"Macreuse brune"
"0";"Marouette ponctuée"
"0";"Martinet à ventre blanc"
"0";"Merle à plastron"
"0";"Mouette tridactyle"
"0";"Oie à tête barrée"
"0";"Pie-grièche à tête rousse"
"0";"Pie-grièche grise"
"0";"Pipit rousseline"
"0";"Pluvier argenté"
"0";"Pouillot ibérique"
"0";"Râle des genêts"
"0";"Rémiz penduline"
"0";"Sizerin boréal (C.f.flammea)"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Spatule blanche"
"0";"Sterne arctique"
"0";"Sterne caugek"
"0";"Sterne hansel"
"0";"Sterne naine"
