"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Barge rousse"
"0";"Bec-croisé des sapins"
"0";"Canard musqué"
"0";"Chevalier culblanc"
"0";"Chevalier guignette"
"0";"Courlis corlieu"
"0";"Faucon hobereau"
"0";"Fauvette des jardins"
"0";"Fauvette grisette"
"0";"Foulque macroule"
"0";"Goéland bourgmestre"
"0";"Grand Corbeau"
"0";"Grèbe castagneux"
"0";"Grèbe esclavon"
"0";"Grimpereau des jardins"
"0";"Hypolaïs polyglotte"
"0";"Martinet pâle"
"0";"Mésange noire"
"0";"Mouette pygmée"
"0";"Mouette tridactyle"
"0";"Nette rousse"
"0";"Phragmite des joncs"
"0";"Pic épeichette"
"0";"Pic noir"
"0";"Pluvier argenté"
"0";"Puffin des Anglais"
"0";"Roitelet huppé"
"0";"Sittelle torchepot"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Sterne arctique"
"0";"Sterne pierregarin"
