"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécasse des bois"
"0";"Bécassine des marais"
"0";"Bruant proyer"
"0";"Butor étoilé"
"0";"Canard chipeau"
"0";"Canard mandarin"
"0";"Effraie des clochers"
"0";"Faucon émerillon"
"0";"Fuligule milouin"
"0";"Fuligule milouinan"
"0";"Fuligule morillon"
"0";"Goéland cendré"
"0";"Grèbe à cou noir"
"0";"Guifette noire"
"0";"Harle bièvre"
"0";"Hirondelle de rivage"
"0";"Locustelle tachetée"
"0";"Martinet à ventre blanc"
"0";"Merle à plastron"
"0";"Mésange boréale"
"0";"Mésange noire"
"0";"Oedicnème criard"
"0";"Oie cendrée"
"0";"Perdrix grise"
"0";"Perruche ondulée"
"0";"Pie-grièche à tête rousse"
"0";"Pigeon colombin"
"0";"Pipit des arbres"
"0";"Pouillot de Bonelli"
"0";"Râle d'eau"
"0";"Rémiz penduline"
"0";"Rousserolle effarvatte"
"0";"Sarcelle d'été"
"0";"Sarcelle d'hiver"
"0";"Tarier des prés"
"0";"Torcol fourmilier"
"0";"Traquet motteux"
