"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bécassine des marais"
"0";"Bec-croisé des sapins"
"0";"Bergeronnette des ruisseaux"
"0";"Bruant proyer"
"0";"Bruant zizi"
"0";"Busard des roseaux"
"0";"Canard mandarin"
"0";"Canard souchet"
"0";"Chevalier aboyeur"
"0";"Chevalier culblanc"
"0";"Échasse blanche"
"0";"Faisan de Colchide"
"0";"Faucon émerillon"
"0";"Faucon pèlerin"
"0";"Gobemouche gris"
"0";"Grèbe huppé"
"0";"Mésange noire"
"0";"Mésange nonnette"
"0";"Moineau friquet"
"0";"Perdrix rouge"
"0";"Pigeon biset domestique"
"0";"Pigeon colombin"
"0";"Pluvier doré"
"0";"Pouillot fitis"
"0";"Rousserolle effarvatte"
"0";"Venturon montagnard"
