frname,lastobs,newcount,oldcount
Alouette lulu,2009,0,1
Bec-croisé des sapins,2015,0,6
Bruant des roseaux,2018,0,4
Caille des blés,2015,0,1
Chevalier culblanc,2014,0,2
Chevêche d'Athéna,2012,0,1
Engoulevent d'Europe,2009,0,1
Fauvette babillarde,2012,0,2
Goéland cendré,2017,0,2
Grive litorne,2016,0,3
Harle bièvre,2012,0,5
Locustelle tachetée,2009,0,1
Mésange boréale,2013,0,3
Nette rousse,2018,0,1
Oie cendrée,2017,0,1
Pic épeichette,2016,0,8
Pipit spioncelle,2016,0,1
Rousserolle effarvatte,2017,0,3
Torcol fourmilier,2009,0,1
