"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur mouchet"
"0";"Alouette des champs"
"0";"Alouette lulu"
"0";"Bécasse des bois"
"0";"Bouscarle de Cetti"
"0";"Bruant jaune"
"0";"Bruant ortolan"
"0";"Bruant proyer"
"0";"Busard des roseaux"
"0";"Chevalier guignette"
"0";"Cincle plongeur"
"0";"Crave à bec rouge"
"0";"Etourneau roselin"
"0";"Étourneau sansonnet"
"0";"Faisan de Colchide"
"0";"Faucon hobereau"
"0";"Faucon pèlerin"
"0";"Fauvette des jardins"
"0";"Fauvette orphée"
"0";"Gobemouche noir"
"0";"Grive litorne"
"0";"Hypolaïs polyglotte"
"0";"Linotte mélodieuse"
"0";"Loriot d'Europe"
"0";"Martinet noir"
"0";"Mésange boréale"
"0";"Moineau cisalpin"
"0";"Perdrix rouge"
"0";"Petit Gravelot"
"0";"Pic épeichette"
"0";"Pipit des arbres"
"0";"Pipit farlouse"
"0";"Pipit rousseline"
"0";"Pouillot siffleur"
"0";"Tichodrome échelette"
"0";"Torcol fourmilier"
"0";"Tourterelle des bois"
"0";"Vautour moine"
