"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Barge à queue noire"
"0";"Bécasseau variable"
"0";"Bec-croisé des sapins"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Butor étoilé"
"0";"Canard chipeau"
"0";"Chevalier sylvain"
"0";"Combattant varié"
"0";"Fuligule morillon"
"0";"Guifette moustac"
"0";"Harle bièvre"
"0";"Hibou des marais"
"0";"Merle à plastron"
"0";"Pigeon biset (origine naturelle)"
"0";"Pouillot de Bonelli"
"0";"Pouillot siffleur"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Sterne naine"
"0";"Torcol fourmilier"
