"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Barge rousse"
"0";"Bécasseau cocorli"
"0";"Bécasseau tacheté"
"0";"Bec-croisé des sapins"
"0";"Bernache nonnette"
"0";"Busard pâle"
"0";"Butor étoilé"
"0";"Canard mandarin"
"0";"Chevalier stagnatile"
"0";"Courlis corlieu"
"0";"Cygne noir"
"0";"Eider à duvet"
"0";"Fuligule à bec cerclé"
"0";"Hypolaïs ictérine"
"0";"Jaseur boréal"
"0";"Macreuse brune"
"0";"Macreuse noire"
"0";"Mésange huppée"
"0";"Nette demi-deuil"
"0";"Oie à bec court"
"0";"Oie à tête barrée"
"0";"Oie naine"
"0";"Panure à moustaches"
"0";"Pic cendré"
"0";"Plongeon arctique"
"0";"Pouillot à grands sourcils"
"0";"Rémiz penduline"
"0";"Sterne arctique"
"0";"Sterne caugek"
"0";"Sterne naine"
"0";"Tadorne casarca"
