"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bec-croisé des sapins"
"0";"Bruant fou"
"0";"Canard souchet"
"0";"Engoulevent d'Europe"
"0";"Faucon émerillon"
"0";"Faucon pèlerin"
"0";"Fauvette des jardins"
"0";"Fuligule milouin"
"0";"Fuligule morillon"
"0";"Grive litorne"
"0";"Grive mauvis"
"0";"Linotte mélodieuse"
"0";"Oedicnème criard"
"0";"Oie cendrée"
"0";"Petit-duc scops"
"0";"Pipit spioncelle"
"0";"Rougequeue à front blanc"
"0";"Rousserolle effarvatte"
"0";"Torcol fourmilier"
"0";"Tourterelle des bois"
