"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bécasseau variable"
"0";"Bécasse des bois"
"0";"Bondrée apivore"
"0";"Bruant fou"
"0";"Canard siffleur"
"0";"Chevalier aboyeur"
"0";"Chevalier guignette"
"0";"Chevalier sylvain"
"0";"Combattant varié"
"0";"Corbeau freux"
"0";"Coucou gris"
"0";"Crabier chevelu"
"0";"Échasse blanche"
"0";"Faisan de Colchide"
"0";"Faucon kobez"
"0";"Fauvette pitchou"
"0";"Fuligule morillon"
"0";"Grive litorne"
"0";"Guifette noire"
"0";"Ibis falcinelle"
"0";"Petit-duc scops"
"0";"Petit Gravelot"
"0";"Pic épeichette"
"0";"Pic mar"
"0";"Pie-grièche à tête rousse"
"0";"Pie-grièche écorcheur"
"0";"Pluvier doré"
"0";"Pouillot de Bonelli"
"0";"Pouillot fitis"
"0";"Pouillot siffleur"
"0";"Rousserolle effarvatte"
"0";"Sarcelle d'été"
"0";"Sarcelle d'hiver"
"0";"Spatule blanche"
"0";"Tarier des prés"
