"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette lulu"
"0";"Bergeronnette grise"
"0";"Bondrée apivore"
"0";"Bouvreuil pivoine"
"0";"Bruant zizi"
"0";"Caille des blés"
"0";"Chouette hulotte"
"0";"Faisan de Colchide"
"0";"Faucon hobereau"
"0";"Fauvette grisette"
"0";"Grimpereau des jardins"
"0";"Héron cendré"
"0";"Martinet noir"
"0";"Mésange à longue queue"
"0";"Mésange huppée"
"0";"Mésange noire"
"0";"Mésange nonnette"
"0";"Pouillot fitis"
"0";"Roitelet huppé"
"0";"Rougequeue noir"
"0";"Tarier pâtre"
"0";"Tourterelle des bois"
