"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur mouchet"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bergeronnette des ruisseaux"
"0";"Bergeronnette printanière"
"0";"Bondrée apivore"
"0";"Bouvreuil pivoine"
"0";"Bruant des roseaux"
"0";"Bruant zizi"
"0";"Caille des blés"
"0";"Canard colvert"
"0";"Chevêche d'Athéna"
"0";"Choucas des tours"
"0";"Cigogne blanche"
"0";"Cigogne noire"
"0";"Corbeau freux"
"0";"Coucou gris"
"0";"Courlis cendré"
"0";"Effraie des clochers"
"0";"Faucon émerillon"
"0";"Gallinule poule-d'eau"
"0";"Goéland leucophée"
"0";"Goéland pontique"
"0";"Grand Cormoran"
"0";"Grande Aigrette"
"0";"Grive draine"
"0";"Grive litorne"
"0";"Grive mauvis"
"0";"Héron cendré"
"0";"Hibou moyen-duc"
"0";"Hirondelle de fenêtre"
"0";"Huppe fasciée"
"0";"Linotte mélodieuse"
"0";"Locustelle tachetée"
"0";"Loriot d'Europe"
"0";"Martinet noir"
"0";"Martin-pêcheur d'Europe"
"0";"Milan noir"
"0";"Mouette mélanocéphale"
"0";"Mouette rieuse"
"0";"Perdrix grise"
"0";"Pic épeichette"
"0";"Pic mar"
"0";"Pic noir"
"0";"Pie-grièche écorcheur"
"0";"Pigeon biset domestique"
"0";"Pipit des arbres"
"0";"Pipit farlouse"
"0";"Pipit spioncelle"
"0";"Pouillot siffleur"
"0";"Roitelet huppé"
"0";"Rousserolle turdoïde"
"0";"Tarier pâtre"
"0";"Tarin des aulnes"
"0";"Tourterelle des bois"
