frname,lastobs,newcount,oldcount
Bec-croisé des sapins,2009,0,1
Bouvreuil pivoine,2009,0,1
Bruant proyer,2009,0,1
Caille des blés,2009,0,1
Canard colvert,2009,0,1
Chouette hulotte,2009,0,1
Corbeau freux,2018,0,1
Faucon hobereau,2017,0,1
Fauvette babillarde,2009,0,1
Foulque macroule,2009,0,1
Gallinule poule-d'eau,2009,0,1
Goéland marin,2018,0,1
Locustelle tachetée,2009,0,1
Loriot d'Europe,2009,0,1
Martin-pêcheur d'Europe,2009,0,1
Mésange huppée,2009,0,1
Milan royal,2019,0,2
Perdrix grise,2018,0,2
Pigeon colombin,2009,0,1
Pipit des arbres,2009,0,1
Pouillot fitis,2009,0,1
Serin cini,2009,0,1
