"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécassine sourde"
"0";"Calopsitte élégante"
"0";"Canard pilet"
"0";"Chevalier sylvain"
"0";"Cincle plongeur"
"0";"Fauvette babillarde"
"0";"Goéland leucophée"
"0";"Guêpier d'Europe"
"0";"Hypolaïs ictérine"
"0";"Locustelle tachetée"
"0";"Martinet à ventre blanc"
"0";"Merle à plastron"
"0";"Mésange boréale"
"0";"Mouette rieuse"
"0";"Perdrix grise"
"0";"Perruche ondulée"
"0";"Pie-grièche grise"
"0";"Râle des genêts"
"0";"Rémiz penduline"
"0";"Tadorne casarca"
"0";"Tadorne de Belon"
