frname,lastobs,newcount,oldcount
Alouette des champs,2018,0,5
Autour des palombes,2018,0,3
Bécasse des bois,2017,0,8
Bécassine des marais,2011,0,1
Bruant proyer,2014,0,2
Busard cendré,2016,0,1
Busard Saint-Martin,2009,0,3
Chevalier culblanc,2016,0,1
Faisan vénéré,2009,0,4
Faucon pèlerin,2014,0,1
Goéland leucophée,2008,0,1
Guêpier d'Europe,2014,0,1
Mésange noire,2018,0,19
Mouette rieuse,2012,0,1
Perdrix rouge,2013,0,3
Pie-grièche écorcheur,2016,0,4
Pipit rousseline,2013,0,1
Pipit spioncelle,2012,0,1
Pouillot siffleur,2009,0,1
Vanneau huppé,2008,0,1
