"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Barge à queue noire"
"0";"Bécasseau cocorli"
"0";"Bécasseau de Temminck"
"0";"Bécasseau maubèche"
"0";"Bécasseau minute"
"0";"Bécasseau sanderling"
"0";"Bécasseau tacheté"
"0";"Bécasseau variable"
"0";"Bihoreau gris"
"0";"Bruant ortolan"
"0";"Canard chipeau"
"0";"Canard siffleur"
"0";"Chevalier arlequin"
"0";"Chevalier sylvain"
"0";"Courlis cendré"
"0";"Échasse blanche"
"0";"Engoulevent d'Europe"
"0";"Goéland brun"
"0";"Gorgebleue à miroir"
"0";"Grand Gravelot"
"0";"Gravelot à collier interrompu"
"0";"Grèbe à cou noir"
"0";"Guifette leucoptère"
"0";"Guifette noire"
"0";"Héron garde-boeufs"
"0";"Marouette ponctuée"
"0";"Mésange huppée"
"0";"Moineau friquet"
"0";"Oie cendrée"
"0";"Perdrix rouge"
"0";"Phalarope à bec étroit"
"0";"Phragmite des joncs"
"0";"Pipit rousseline"
"0";"Pluvier argenté"
"0";"Rémiz penduline"
"0";"Sarcelle d'été"
"0";"Tadorne de Belon"
"0";"Tarier des prés"
"0";"Torcol fourmilier"
