"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Bernache nonnette"
"0";"Blongios nain"
"0";"Bouvreuil pivoine"
"0";"Busard cendré"
"0";"Butor étoilé"
"0";"Chevalier sylvain"
"0";"Chevêche d'Athéna"
"0";"Engoulevent d'Europe"
"0";"Faucon émerillon"
"0";"Fauvette des jardins"
"0";"Fuligule à bec cerclé"
"0";"Fuligule milouinan"
"0";"Goéland argenté"
"0";"Goéland pontique"
"0";"Grimpereau des bois"
"0";"Guêpier d'Europe"
"0";"Guifette leucoptère"
"0";"Harle piette"
"0";"Hibou des marais"
"0";"Locustelle luscinioïde"
"0";"Macreuse brune"
"0";"Marouette poussin"
"0";"Mouette mélanocéphale"
"0";"Mouette pygmée"
"0";"Oie rieuse"
"0";"Perdrix grise"
"0";"Petit-duc scops"
"0";"Pie-grièche grise"
"0";"Plongeon imbrin"
"0";"Pouillot de Bonelli"
"0";"Pouillot siffleur"
"0";"Rousserolle turdoïde"
