frname,lastobs,newcount,oldcount
Bergeronnette des ruisseaux,2009,0,1
Bergeronnette printanière,2013,0,1
Caille des blés,2009,0,1
Engoulevent d'Europe,2009,0,1
Faucon pèlerin,2019,0,3
Fauvette des jardins,2009,0,1
Fauvette grisette,2009,0,1
Fauvette pitchou,2009,0,1
Foulque macroule,2018,0,2
Gobemouche gris,2018,0,3
Grèbe castagneux,2018,0,1
Grèbe huppé,2018,0,1
Hibou moyen-duc,2016,0,1
Huppe fasciée,2009,0,1
Hypolaïs polyglotte,2009,0,1
Martin-pêcheur d'Europe,2009,0,1
Phragmite des joncs,2009,0,1
Pic noir,2009,0,1
Pigeon colombin,2017,0,1
Pouillot fitis,2009,0,1
Serin cini,2018,0,5
Tourterelle des bois,2009,0,1
