frname,lastobs,newcount,oldcount
Blongios nain,2009,0,1
Bruant zizi,2009,0,1
Busard cendré,2018,0,4
Caille des blés,2009,0,1
Chevêche d'Athéna,2009,0,1
Courlis cendré,2017,0,3
Faucon émerillon,2009,0,1
Faucon hobereau,2009,0,1
Grive mauvis,2017,0,1
Hibou moyen-duc,2009,0,1
Moineau friquet,2009,0,1
Ouette d'Egypte,2016,0,1
Perdrix grise,2018,0,4
Petit Gravelot,2009,0,1
Pic cendré,2014,0,3
Pie-grièche grise,2009,0,2
Pipit des arbres,2009,0,1
Roitelet huppé,2009,0,2
Sarcelle d'été,2018,0,1
Serin cini,2009,0,1
Tarier des prés,2009,0,1
