frname,lastobs,newcount,oldcount
Alouette lulu,2013,0,5
Avocette élégante,2012,0,1
Bécasseau cocorli,2013,0,10
Bécasseau de Temminck,2016,0,10
Bécasseau falcinelle,2013,0,1
Bécasseau maubèche,2014,0,2
Bécasseau sanderling,2013,0,2
Bihoreau gris,2013,0,1
Bondrée apivore,2010,0,1
Bruant proyer,2011,0,2
Caille des blés,2014,0,3
Canard pilet,2018,0,8
Chevalier arlequin,2013,0,4
Chevalier sylvain,2016,0,15
Chevêche d'Athéna,2010,0,5
Chouette hulotte,2017,0,6
Combattant varié,2017,0,16
Cygne de Bewick,2011,0,2
Effraie des clochers,2012,0,5
Fuligule milouinan,2016,0,14
Garrot à oeil d'or,2017,0,3
Gobemouche gris,2018,0,8
Gobemouche noir,2015,0,3
Goéland brun,2016,0,2
Harle piette,2012,0,1
Locustelle tachetée,2012,0,2
Macreuse brune,2010,0,2
Mésange huppée,2018,0,5
Mouette pygmée,2013,0,2
Oie des moissons,2019,0,4
Panure à moustaches,2018,0,1
Perruche à collier,2009,0,2
Pic cendré,2012,0,2
Pie-grièche grise,2009,0,1
Pipit des arbres,2017,0,7
Pipit spioncelle,2019,0,12
Pluvier doré,2012,0,2
Pouillot siffleur,2013,0,6
Râle des genêts,2018,0,1
Rémiz penduline,2015,0,1
Serin cini,2016,0,4
Sterne naine,2013,0,3
