frname,lastobs,newcount,oldcount
Accenteur mouchet,2010,0,5
Bécassine double,2007,0,1
Bernache du Canada,2010,0,4
Bihoreau gris,2007,0,1
Bouvreuil pivoine,2010,0,2
Busard des roseaux,2011,0,1
Busard Saint-Martin,2018,0,8
Chevalier guignette,2012,0,1
Cigogne noire,2009,0,1
Circaète Jean-le-Blanc,2018,0,1
Corbeau freux,2015,0,1
Épervier d'Europe,2010,0,5
Faisan de Colchide,2010,0,4
Grèbe castagneux,2017,0,2
Grive litorne,2010,0,4
Grive mauvis,2009,0,1
Martinet noir,2009,0,1
Mésange nonnette,2009,0,1
Moineau friquet,2009,0,1
Perdrix grise,2018,0,2
Perdrix rouge,2016,0,5
Pinson du Nord,2009,0,1
Pipit farlouse,2009,0,1
Pouillot fitis,2009,0,1
Roitelet huppé,2010,0,4
Serin cini,2018,0,3
Verdier d'Europe,2017,0,10
