frname,lastobs,newcount,oldcount
Accenteur mouchet,2015,0,15
Alouette lulu,2017,0,8
Bécasse des bois,2011,0,2
Bouvreuil pivoine,2014,0,7
Bruant des roseaux,2008,0,1
Bruant zizi,2016,0,5
Canard colvert,2017,0,1
Chardonneret élégant,2017,0,9
Chouette hulotte,2011,0,4
Cigogne noire,2010,0,1
Cochevis huppé,2015,0,1
Faucon hobereau,2013,0,7
Fauvette babillarde,2010,0,4
Gobemouche gris,2011,0,2
Gobemouche noir,2012,0,1
Goéland brun,2015,0,1
Grand Gravelot,2018,0,1
Grive musicienne,2018,0,33
Grosbec casse-noyaux,2011,0,4
Huppe fasciée,2016,0,2
Loriot d'Europe,2015,0,9
Mésange boréale,2015,0,1
Mésange huppée,2013,0,6
Mésange noire,2011,0,4
Pic noir,2015,0,10
Pie-grièche grise,2011,0,1
Pipit des arbres,2017,0,27
Pipit farlouse,2015,0,8
Pipit rousseline,2012,0,7
Pluvier doré,2012,0,3
Pouillot fitis,2017,0,20
Râle des genêts,2013,0,1
Roitelet à triple bandeau,2015,0,5
Roitelet huppé,2012,0,5
Rougequeue à front blanc,2016,0,5
Serin cini,2015,0,4
Sittelle torchepot,2015,0,4
Verdier d'Europe,2017,0,19
