frname,lastobs,newcount,oldcount
Alouette des champs,2016,0,2
Bécasse des bois,2010,0,1
Bec-croisé des sapins,2017,0,5
Bihoreau gris,2015,0,1
Bruant fou,2016,0,2
Bruant ortolan,2009,0,2
Busard cendré,2016,0,4
Busard des roseaux,2015,0,2
Caille des blés,2018,0,1
Chouette hulotte,2018,0,4
Cigogne blanche,2012,0,1
Cochevis huppé,2015,0,1
Effraie des clochers,2018,0,1
Faucon kobez,2017,0,1
Faucon pèlerin (F.p.brookei),2016,0,4
Gobemouche gris (M. s. striata),2010,0,1
Gobemouche noir,2017,0,8
Pigeon colombin,2009,0,1
Torcol fourmilier (J.t.tschusii),2013,0,1
Traquet motteux,2016,0,1
Traquet oreillard,2015,0,1
