frname,lastobs,newcount,oldcount
Aigrette garzette,2017,0,1
Autour des palombes,2012,0,1
Bergeronnette flavéole (M.f.flavissima),2011,0,1
Bergeronnette printanière,2016,0,14
Bouvreuil pivoine,2015,0,5
Bruant ortolan,2011,0,1
Canard colvert,2018,0,11
Chevalier culblanc,2013,0,2
Chevêche d'Athéna,2012,0,3
Chouette hulotte,2011,0,3
Cigogne blanche,2015,0,4
Courlis cendré,2018,0,9
Échasse blanche,2012,0,1
Glaréole à collier,2011,0,1
Gobemouche noir,2015,0,11
Grand Cormoran,2012,0,1
Grive litorne,2012,0,6
Guêpier d'Europe,2010,0,1
Hirondelle de fenêtre,2016,0,1
Hirondelle de rivage,2017,0,3
Martinet noir,2013,0,10
Martin-pêcheur d'Europe,2013,0,2
Milan royal,2015,0,4
Mouette rieuse,2013,0,2
Perdrix rouge,2010,0,2
Pic épeichette,2012,0,3
Pie-grièche à tête rousse,2007,0,1
Pigeon biset domestique,2015,0,4
Pinson du Nord,2012,0,1
Pouillot fitis,2015,0,8
Rousserolle effarvatte,2010,0,2
Tarier des prés,2015,0,15
Torcol fourmilier,2010,0,2
Tourterelle turque,2015,0,59
Vanneau huppé,2015,0,53
