frname,lastobs,newcount,oldcount
Accenteur alpin,2018,0,1
Bruant ortolan,2012,0,2
Busard cendré,2017,0,14
Caille des blés,2017,0,1
Canard chipeau,2017,0,1
Canard souchet,2017,0,1
Chevalier culblanc,2012,0,1
Courlis cendré,2008,0,1
Cygne tuberculé,2017,0,1
Effraie des clochers,2018,0,5
Faisan vénéré,2011,0,1
Foulque macroule,2017,0,1
Gallinule poule-d'eau,2016,0,1
Grèbe castagneux,2017,0,1
Grèbe huppé,2017,0,1
Mouette rieuse,2017,0,1
Nette rousse,2017,0,1
Oie à tête barrée,2017,0,1
Oie cendrée,2017,0,1
Petit-duc scops,2016,0,1
Pie-grièche à tête rousse,2013,0,1
Pouillot de Bonelli,2011,0,1
Sizerin cabaret,2017,0,1
Sizerin flammé,2017,0,1
