frname,lastobs,newcount,oldcount
Aigle criard,2018,0,1
Busard des roseaux,2013,0,2
Caille des blés,2015,0,6
Canard colvert,2013,0,2
Chocard à bec jaune,2018,0,1
Cigogne blanche,2014,0,1
Faisan de Colchide,2014,0,2
Faucon hobereau,2013,0,2
Fauvette orphée,2013,0,1
Fauvette pitchou,2013,0,1
Goéland leucophée,2015,0,3
Grimpereau des bois,2015,0,5
Grive mauvis,2009,0,1
Hypolaïs polyglotte,2013,0,2
Perdrix rouge,2014,0,3
Pic vert,2012,0,3
Pigeon biset domestique,2012,0,2
Pipit des arbres,2012,0,2
Tarier des prés,2015,0,2
Traquet motteux,2018,0,2
