frname,lastobs,newcount,oldcount
Alouette lulu,2014,0,1
Bécasse des bois,2011,0,1
Bruant zizi,2013,0,1
Caille des blés,2012,0,1
Cygne tuberculé,2014,0,2
Faucon émerillon,2014,0,2
Fuligule morillon,2017,0,1
Goéland argenté,2015,0,6
Grèbe castagneux,2015,0,2
Guêpier d'Europe,2013,0,1
Mésange boréale,2009,0,1
Mésange huppée,2013,0,5
Mouette mélanocéphale,2013,0,1
Ouette d'Egypte,2012,0,1
Perdrix rouge,2017,0,1
Pic épeichette,2012,0,2
Pigeon biset (origine naturelle),2015,0,2
Pipit rousseline,2014,0,1
Pouillot siffleur,2009,0,1
Rougequeue à front blanc,2016,0,1
Tadorne de Belon,2014,0,2
Tarin des aulnes,2012,0,3
