frname,lastobs,newcount,oldcount
Bec-croisé des sapins,2008,0,1
Bergeronnette flavéole (M.f.flavissima),2013,0,1
Busard Saint-Martin,2018,0,8
Canard chipeau,2007,0,3
Combattant varié,2018,0,1
Courlis cendré,2009,0,3
Engoulevent d'Europe,2016,0,5
Faucon kobez,2011,0,3
Foulque macroule,2015,0,18
Fuligule morillon,2009,0,5
Oie à tête barrée,2010,0,2
Perdrix grise,2008,0,1
Pipit rousseline,2014,0,1
Pluvier doré,2013,0,1
Pouillot siffleur,2009,0,2
Sizerin boréal (C.f.flammea),2018,0,6
Sizerin cabaret,2018,0,8
Sizerin flammé,2018,0,30
Torcol fourmilier,2016,0,12
