frname,lastobs,newcount,oldcount
Autour des palombes,2013,0,4
Avocette élégante,2010,0,1
Bécassine sourde,2007,0,1
Bergeronnette printanière,2009,0,1
Butor étoilé,2010,0,1
Chevalier aboyeur,2018,0,3
Chevalier sylvain,2018,0,2
Cigogne noire,2011,0,1
Courlis cendré,2007,0,1
Cygne tuberculé,2011,0,3
Échasse blanche,2018,0,1
Engoulevent d'Europe,2015,0,1
Faucon hobereau,2013,0,4
Faucon pèlerin (F.p.brookei),2016,0,1
Flamant rose,2008,0,1
Goéland cendré,2016,0,5
Grand-duc d'Europe,2015,0,1
Grèbe à cou noir,2018,0,3
Guifette noire,2018,0,1
Héron pourpré,2011,0,1
Merle à plastron,2009,0,1
Moineau friquet,2014,0,1
Mouette pygmée,2018,0,1
Nette rousse,2014,0,2
Pie-grièche grise (L.e.excubitor),2018,0,10
Pigeon colombin,2013,0,1
Plongeon arctique,2015,0,8
Pouillot fitis,2018,0,3
Sterne caugek,2018,0,1
Sterne pierregarin,2009,0,2
Tichodrome échelette,2015,0,2
Vanneau huppé,2007,0,3
