frname,lastobs,newcount,oldcount
Autour des palombes,2015,0,1
Avocette élégante,2014,0,9
Bécasseau cocorli,2016,0,1
Bécasseau minute,2010,0,1
Bécasse des bois,2012,0,2
Bernache nonnette,2012,0,3
Busard Saint-Martin,2009,0,1
Canard à collier noir,2016,0,1
Canard chipeau,2017,0,20
Cordonbleu à joues rouges,2008,0,1
Cygne tuberculé,2013,0,5
Foulque macroule,2016,0,6
Fuligule morillon,2008,0,2
Goéland bourgmestre,2018,0,35
Grande Aigrette,2018,0,2
Grèbe castagneux,2016,0,4
Grèbe esclavon,2017,0,3
Grosbec casse-noyaux,2013,0,1
Guifette leucoptère,2009,0,1
Harelde boréale,2013,0,15
Harle bièvre,2011,0,2
Héron pourpré,2018,0,2
Hibou des marais,2016,0,8
Mergule nain,2014,0,2
Merle à plastron,2017,0,1
Milan royal,2011,0,1
Oie à tête barrée,2017,0,1
Perruche à collier,2008,0,1
Plongeon arctique,2019,0,14
Râle d'eau,2010,0,3
Sarcelle d'été,2009,0,3
Sterne de Dougall,2007,0,1
Tarier des prés,2012,0,2
Traquet oreillard,2011,0,1
