frname,lastobs,newcount,oldcount
Accenteur mouchet,2018,0,7
Aigle botté,2018,0,1
Aigrette garzette,2015,0,3
Alouette lulu,2016,0,6
Bergeronnette printanière,2018,0,1
Bernache du Canada,2014,0,11
Bruant zizi,2016,0,9
Busard des roseaux,2018,0,1
Canard carolin,2018,0,5
Canard mandarin,2017,0,3
Cassenoix moucheté,2012,0,5
Chevêche d'Athéna,2009,0,3
Chocard à bec jaune,2012,0,2
Engoulevent d'Europe,2018,0,5
Faisan de Colchide,2010,0,1
Faucon émerillon,2018,0,1
Faucon hobereau,2018,0,2
Fauvette passerinette,2009,0,1
Fauvette pitchou,2012,0,4
Foulque macroule,2010,0,4
Gallinule poule-d'eau,2018,0,11
Gobemouche noir,2018,0,1
Grèbe castagneux,2012,0,1
Grosbec casse-noyaux,2018,0,10
Héron garde-boeufs,2010,0,2
Hirondelle de rivage,2015,0,1
Hypolaïs polyglotte,2011,0,6
Martinet pâle,2017,0,1
Martin-pêcheur d'Europe,2010,0,2
Mésange nonnette,2014,0,4
Monticole bleu,2018,0,8
Monticole de roche,2007,0,3
Perdrix bartavelle,2009,0,2
Perdrix grise,2012,0,1
Perdrix rouge,2011,0,3
Perruche à collier,2016,0,1
Pic épeichette,2009,0,2
Pie-grièche écorcheur,2017,0,2
Pinson du Nord,2015,0,1
Pipit des arbres,2016,0,4
Pouillot fitis,2017,0,1
Torcol fourmilier,2011,0,6
Tourterelle des bois,2009,0,2
Traquet motteux,2012,0,3
Vautour fauve,2011,0,1
Venturon montagnard,2016,0,1
