frname,lastobs,newcount,oldcount
Autour des palombes,2010,0,1
Bouscarle de Cetti,2014,0,2
Bruant proyer,2010,0,3
Caille des blés,2010,0,1
Chevalier guignette,2013,0,2
Cigogne blanche,2017,0,3
Cygne tuberculé,2016,0,29
Faucon émerillon,2015,0,1
Faucon pèlerin,2017,0,2
Goéland cendré,2014,0,2
Goéland marin,2014,0,1
Grèbe castagneux,2014,0,11
Grèbe huppé,2015,0,27
Martin-pêcheur d'Europe,2014,0,52
Milan noir,2014,0,1
Milan royal,2014,0,1
Oie cendrée,2014,0,2
Pic épeichette,2014,0,1
Pie-grièche grise,2012,0,2
Pluvier guignard,2016,0,1
Rousserolle verderolle,2018,0,1
Tarier des prés,2018,0,2
Tarin des aulnes,2009,0,1
