frname,lastobs,newcount,oldcount
Bécasse des bois,2016,0,1
Bruant fou,2012,0,3
Bruant jaune,2016,0,2
Bruant ortolan,2010,0,1
Calopsitte élégante,2016,0,3
Canard mandarin,2018,0,1
Canard souchet,2012,0,2
Chevalier gambette,2012,0,4
Combattant varié,2010,0,1
Courlis cendré,2012,0,1
Courlis corlieu,2012,0,3
Crabier chevelu,2014,0,1
Engoulevent d'Europe,2015,0,4
Faucon d'Eléonore,2012,0,2
Faucon kobez,2016,0,14
Fauvette des jardins,2015,0,3
Fauvette passerinette,2017,0,3
Fauvette pitchou,2016,0,11
Flamant rose,2012,0,2
Fuligule milouin,2017,0,1
Fuligule milouinan,2018,0,1
Glaréole à collier,2009,0,1
Goéland brun,2018,0,2
Gorgebleue à miroir,2015,0,3
Grand-duc d'Europe,2017,0,14
Grand Gravelot,2013,0,1
Grèbe huppé,2018,0,1
Grive draine,2016,0,12
Grive mauvis,2018,0,29
Guifette noire,2011,0,1
Hibou des marais,2018,0,1
Hirondelle de rochers,2014,0,3
Hirondelle rousseline,2016,0,7
Huîtrier pie,2012,0,1
Locustelle tachetée,2015,0,1
Lusciniole à moustaches,2012,0,4
Marouette ponctuée,2017,0,1
Martinet à ventre blanc,2017,0,17
Martinet pâle,2014,0,1
Mésange noire,2018,0,4
Moineau soulcie,2009,0,1
Nette rousse,2011,0,2
Oie des moissons,2018,0,1
Oie naine,2018,0,2
Panure à moustaches,2011,0,1
Paon bleu,2016,0,1
Petit Gravelot,2012,0,1
Pipit à gorge rousse,2014,0,2
Pipit rousseline,2013,0,6
Pipit spioncelle,2013,0,2
Pouillot à grands sourcils,2016,0,1
Pouillot siffleur,2018,0,3
Rémiz penduline,2014,0,6
Roitelet huppé,2018,0,9
Sarcelle d'été,2012,0,1
Spatule blanche,2017,0,1
Tadorne de Belon,2017,0,27
Talève sultane,2012,0,4
Torcol fourmilier,2017,0,4
