frname,lastobs,newcount,oldcount
Bec-croisé des sapins,2017,0,1
Bernache du Canada,2015,0,4
Canard pilet,2013,0,1
Coucou gris,2009,0,1
Engoulevent d'Europe,2009,0,1
Fauvette grisette,2009,0,1
Fauvette pitchou,2009,0,1
Fuligule morillon,2008,0,1
Harle bièvre,2009,0,1
Hypolaïs polyglotte,2009,0,1
Locustelle tachetée,2009,0,1
Oie à tête barrée,2008,0,1
Pigeon colombin,2017,0,1
Pipit des arbres,2014,0,2
Pluvier doré,2015,0,2
Pouillot à grands sourcils,2016,0,4
Pouillot fitis,2016,0,4
Pouillot siffleur,2016,0,3
Rougequeue à front blanc,2015,0,1
Sizerin cabaret,2012,0,1
Sizerin flammé,2012,0,1
Sterne pierregarin,2017,0,2
