frname,lastobs,newcount,oldcount
Alouette lulu,2017,0,3
Barge à queue noire,2017,0,1
Bécasseau variable,2017,0,3
Bécassine sourde,2016,0,6
Bruant lapon,2009,0,1
Bruant proyer,2013,0,2
Canard siffleur,2016,0,2
Chevalier guignette,2018,0,6
Courlis corlieu,2018,0,2
Crabier chevelu,2015,0,1
Fauvette babillarde,2018,0,3
Fauvette pitchou,2009,0,1
Fuligule morillon,2016,0,1
Goéland marin,2018,0,1
Grèbe à cou noir,2013,0,1
Hibou moyen-duc,2018,0,4
Jaseur boréal,2009,0,1
Locustelle luscinioïde,2017,0,3
Macreuse noire,2016,0,1
Moineau friquet,2014,0,1
Perdrix grise,2018,0,1
Phragmite aquatique,2017,0,1
Pingouin torda,2016,0,1
Tadorne de Belon,2017,0,2
