frname,lastobs,newcount,oldcount
Bécasseau maubèche,2013,0,1
Bécasseau sanderling,2017,0,1
Bécasseau tacheté,2017,0,2
Bécasse des bois,2016,0,3
Bergeronnette flavéole (M.f.flavissima),2015,0,1
Blongios nain,2009,0,2
Bruant zizi,2019,0,4
Busard cendré,2011,0,3
Canard mandarin,2018,0,1
Chevalier arlequin,2015,0,3
Cygne chanteur,2013,0,1
Échasse blanche,2009,0,4
Érismature rousse,2013,0,2
Faucon émerillon,2018,0,6
Fuligule nyroca,2014,0,2
Gobemouche noir,2017,0,2
Goéland argenté,2017,0,20
Guifette moustac,2018,0,4
Hibou des marais,2017,0,4
Hibou moyen-duc,2017,0,7
Huîtrier pie,2017,0,1
Macreuse brune,2017,0,1
Mésange boréale,2016,0,1
Milan royal,2015,0,3
Moineau friquet,2018,0,4
Oie à tête barrée,2018,0,1
Pic cendré,2008,0,1
Pic mar,2010,0,7
Pie-grièche grise (L.e.excubitor),2013,0,1
Pigeon biset (origine naturelle),2009,0,1
Pouillot à grands sourcils,2017,0,2
Râle d'eau,2008,0,1
Sizerin cabaret,2017,0,1
Sizerin flammé,2017,0,3
Sterne caspienne,2017,0,1
Tadorne casarca,2008,0,1
