frname,lastobs,newcount,oldcount
Bécasse des bois,2017,0,3
Bécassine des marais,2017,0,6
Bécassine sourde,2015,0,1
Bergeronnette printanière,2009,0,1
Busard des roseaux,2009,0,1
Chevalier guignette,2010,0,1
Cigogne noire,2011,0,1
Cisticole des joncs,2009,0,2
Courlis cendré,2010,0,2
Cygne tuberculé,2010,0,3
Faisan de Colchide,2018,0,7
Faisan vénéré,2011,0,2
Faucon pèlerin,2010,0,1
Goéland leucophée,2009,0,1
Grèbe castagneux,2016,0,1
Guêpier d'Europe,2018,0,1
Hirondelle de rivage,2015,0,2
Merle à plastron,2012,0,4
Mésange noire,2017,0,4
Oie cendrée,2014,0,5
Perruche ondulée,2010,0,1
Pipit des arbres,2010,0,2
Pluvier doré,2010,0,5
Rougequeue à front blanc,2009,0,1
Spatule blanche,2017,0,1
Torcol fourmilier,2013,0,2
Traquet motteux,2018,0,14
