frname,lastobs,newcount,oldcount
Autour des palombes,2018,0,3
Bécasseau variable,2015,0,1
Bruant jaune,2012,0,4
Cygne noir,2014,0,5
Échasse blanche,2015,0,2
Fauvette babillarde,2011,0,6
Goéland cendré,2017,0,15
Grèbe à cou noir,2018,0,2
Grèbe jougris,2013,0,4
Héron pourpré,2011,0,1
Locustelle tachetée,2011,0,4
Mésange boréale,2012,0,2
Mouette mélanocéphale,2012,0,4
Perdrix grise,2012,0,2
Perdrix rouge,2015,0,5
Petit-duc scops,2018,0,2
Râle des genêts,2016,0,9
Sterne caugek,2009,0,1
Sterne pierregarin,2015,0,1
Tadorne casarca,2018,0,2
Tadorne de Belon,2014,0,2
