frname,lastobs,newcount,oldcount
Aigrette garzette,2014,0,2
Bernache nonnette,2016,0,2
Busard cendré,2014,0,1
Caille des blés,2018,0,9
Canard chipeau,2009,0,1
Canard mandarin,2018,0,12
Circaète Jean-le-Blanc,2017,0,1
Cygne noir,2011,0,2
Faucon émerillon,2012,0,1
Faucon pèlerin,2017,0,1
Foulque macroule,2014,0,6
Gobemouche noir,2013,0,1
Goéland argenté,2016,0,1
Goéland brun,2016,0,2
Goéland leucophée,2012,0,1
Grèbe huppé,2009,0,1
Hirondelle de rivage,2009,0,1
Huppe fasciée,2018,0,10
Milan royal,2018,0,2
Pipit spioncelle,2009,0,1
Pouillot siffleur,2016,0,3
Râle d'eau,2014,0,3
Sarcelle d'hiver,2013,0,2
