frname,lastobs,newcount,oldcount
Accenteur alpin,2015,0,4
Aigle royal,2018,0,1
Alouette calandre,2014,0,1
Barge rousse,2010,0,1
Bécasseau minute,2016,0,1
Bécassine sourde,2015,0,4
Busard pâle,2013,0,2
Calopsitte élégante,2014,0,1
Canard chipeau,2019,0,4
Canard pilet,2018,0,1
Canard siffleur,2014,0,1
Cassenoix moucheté,2012,0,3
Chocard à bec jaune,2017,0,1
Combattant varié,2014,0,1
Crabier chevelu,2016,0,10
Crave à bec rouge,2017,0,1
Cygne tuberculé,2010,0,1
Faucon d'Eléonore,2014,0,2
Fauvette orphée,2010,0,2
Fauvette passerinette,2017,0,1
Gobemouche à collier,2014,0,2
Goéland cendré,2010,0,3
Grèbe huppé,2015,0,6
Hypolaïs ictérine,2013,0,1
Ibis falcinelle,2014,0,2
Labbe parasite,2016,0,1
Locustelle luscinioïde,2011,0,1
Macreuse noire,2015,0,1
Mésange boréale,2016,0,7
Mouette pygmée,2014,0,1
Mouette tridactyle,2009,0,6
Perruche ondulée,2011,0,2
Pie-grièche grise,2017,0,10
Pipit à gorge rousse,2017,0,2
Pluvier guignard,2012,0,1
Râle des genêts,2015,0,1
Sarcelle d'été,2016,0,4
Tadorne casarca,2014,0,1
Venturon montagnard,2016,0,1
