frname,lastobs,newcount,oldcount
Bihoreau gris,2016,0,4
Bruant jaune,2012,0,5
Busard des roseaux,2014,0,2
Cigogne noire,2018,0,1
Faisan vénéré,2014,0,1
Faucon hobereau,2013,0,4
Faucon pèlerin,2015,0,1
Fauvette babillarde,2012,0,2
Goéland brun,2015,0,1
Goéland leucophée,2016,0,1
Grand-duc d'Europe,2016,0,1
Grive draine,2017,0,7
Grosbec casse-noyaux,2018,0,46
Héron pourpré,2013,0,2
Mésange boréale,2013,0,3
Mésange huppée,2017,0,1
Perdrix rouge,2011,0,2
Pigeon colombin,2014,0,1
Pipit spioncelle,2012,0,3
Roitelet huppé,2019,0,7
