frname,lastobs,newcount,oldcount
Canard carolin,2017,0,1
Canard mandarin,2011,0,2
Chevalier sylvain,2016,0,1
Chevêche d'Athéna,2008,0,1
Cochevis huppé,2018,0,1
Faucon émerillon,2018,0,3
Goéland leucophée,2010,0,3
Gorgebleue à miroir,2015,0,1
Guifette leucoptère,2015,0,1
Macreuse noire,2016,0,2
Mésange noire,2016,0,5
Moineau friquet,2018,0,12
Mouette pygmée,2014,0,1
Nette rousse,2008,0,1
Oie cendrée,2014,0,3
Perdrix rouge,2013,0,1
Pouillot à grands sourcils,2018,0,1
Rousserolle verderolle,2010,0,3
Sterne caugek,2017,0,1
Tadorne de Belon,2012,0,3
