frname,lastobs,newcount,oldcount
Autour des palombes,2016,0,2
Bécassine des marais,2016,0,2
Bergeronnette printanière,2012,0,2
Bihoreau gris,2017,0,41
Bouvreuil pivoine,2010,0,1
Bruant jaune,2016,0,1
Bruant ortolan,2012,0,1
Bruant proyer,2011,0,2
Canard chipeau,2011,0,2
Chevêche d'Athéna,2014,0,2
Cochevis huppé,2013,0,1
Combattant varié,2016,0,1
Courlis cendré,2011,0,1
Cygne noir,2010,0,2
Fauvette des jardins,2014,0,1
Hibou moyen-duc,2010,0,4
Oie à tête barrée,2011,0,1
Perruche à collier,2011,0,1
Pigeon colombin,2016,0,1
Plongeon imbrin,2012,0,2
Roitelet huppé,2009,0,1
Sterne pierregarin,2011,0,1
Tarier des prés,2017,0,1
Traquet motteux,2011,0,3
