frname,lastobs,newcount,oldcount
Aigrette garzette,2018,0,4
Autour des palombes,2011,0,1
Bihoreau gris,2014,0,3
Bouvreuil pivoine,2009,0,1
Buse pattue,2011,0,2
Canard pilet,2007,0,1
Combattant varié,2018,0,2
Faucon émerillon,2016,0,5
Fuligule milouin,2016,0,3
Gobemouche à collier,2009,0,1
Gobemouche noir,2012,0,1
Grèbe huppé,2015,0,2
Grimpereau des bois,2009,0,1
Grive litorne,2018,0,9
Grive mauvis,2012,0,2
Grosbec casse-noyaux,2009,0,1
Hirondelle de rivage,2012,0,1
Hypolaïs polyglotte,2015,0,4
Locustelle tachetée,2012,0,3
Merle à plastron,2013,0,1
Mésange à longue queue,2017,0,2
Mésange nonnette,2009,0,1
Mouette mélanocéphale,2014,0,2
Nette rousse,2016,0,6
Perdrix grise,2015,0,6
Pic mar,2009,0,1
Pie-grièche grise,2016,0,1
Pipit rousseline,2015,0,4
Râle d'eau,2012,0,2
Roitelet à triple bandeau,2009,0,1
Sterne pierregarin,2013,0,1
Tadorne de Belon,2016,0,1
Torcol fourmilier,2009,0,1
