frname,lastobs,newcount,oldcount
Aigle botté,2015,0,1
Bécasseau minute,2010,0,1
Bergeronnette flavéole (M.f.flavissima),2016,0,1
Bernache du Canada,2017,0,1
Butor étoilé,2016,0,1
Canard à collier noir,2015,0,12
Canard carolin,2015,0,8
Canard des Bahamas,2012,0,1
Canard pilet,2016,0,7
Cochevis huppé,2011,0,1
Colin de Virginie,2018,0,6
Corneille mantelée,2016,0,1
Fuligule milouinan,2010,0,6
Fuligule nyroca,2015,0,7
Goéland argenté,2009,0,2
Grèbe à cou noir,2017,0,18
Grèbe esclavon,2007,0,2
Harle huppé,2008,0,10
Harle piette,2012,0,40
Héron pourpré,2011,0,1
Hibou des marais,2018,0,2
Hirondelle de rochers,2009,0,3
Jaseur boréal,2009,0,10
Macreuse brune,2010,0,5
Macreuse noire,2016,0,10
Marouette ponctuée,2015,0,2
Oie à bec court,2009,0,1
Perruche à collier,2018,0,11
Plongeon arctique,2018,0,39
Sizerin boréal (C.f.flammea),2018,0,40
Sizerin cabaret,2018,0,63
Sizerin flammé,2018,0,103
Sterne caugek,2018,0,6
Tadorne de Belon,2013,0,13
Vautour fauve,2017,0,2
