frname,lastobs,newcount,oldcount
Accenteur alpin,2012,0,2
Aigle royal,2011,0,1
Alouette calandrelle,2017,0,1
Barge rousse,2012,0,2
Bécasseau sanderling,2013,0,2
Bécasse des bois,2013,0,1
Bécassine sourde,2018,0,2
Bec-croisé des sapins,2012,0,3
Bruant des neiges,2012,0,2
Circaète Jean-le-Blanc,2014,0,3
Corneille mantelée,2011,0,2
Faucon kobez,2017,0,5
Fauvette épervière,2017,0,3
Fuligule nyroca,2016,0,3
Gobemouche gris,2017,0,3
Goéland argenté,2010,0,2
Goéland cendré,2018,0,59
Gravelot à collier interrompu,2016,0,1
Grèbe à cou noir,2016,0,8
Guifette leucoptère,2014,0,5
Hibou des marais,2013,0,9
Hibou moyen-duc,2017,0,9
Hirondelle de rochers,2014,0,2
Labbe parasite,2017,0,2
Linotte à bec jaune,2009,0,1
Macreuse brune,2011,0,2
Moineau friquet,2018,0,20
Mouette tridactyle,2011,0,1
Oedicnème criard,2017,0,5
Pie-grièche à tête rousse,2011,0,2
Pigeon colombin,2017,0,5
Pluvier bronzé,2017,0,50
Pouillot de Bonelli,2017,0,1
Rollier d'Europe,2014,0,1
Rousserolle turdoïde,2015,0,4
Spatule blanche,2015,0,2
Sterne caugek,2012,0,2
Sterne naine,2016,0,2
