frname,lastobs,newcount,oldcount
Bécasse des bois,2016,0,4
Bec-croisé des sapins,2016,0,3
Busard cendré,2013,0,6
Butor étoilé,2012,0,13
Canard chipeau,2010,0,4
Chevalier aboyeur,2018,0,1
Chevalier guignette,2010,0,5
Circaète Jean-le-Blanc,2010,0,1
Courlis cendré,2011,0,5
Courlis corlieu,2010,0,1
Faucon émerillon,2016,0,3
Fuligule milouin,2012,0,1
Fuligule morillon,2012,0,5
Gobemouche noir,2010,0,1
Goéland cendré,2010,0,2
Grèbe castagneux,2018,0,9
Grèbe huppé,2009,0,1
Grimpereau des bois,2014,0,1
Harle bièvre,2010,0,2
Hibou des marais,2009,0,2
Huppe fasciée,2018,0,1
Martinet à ventre blanc,2011,0,1
Merle à plastron,2013,0,1
Mésange boréale,2016,0,5
Moineau friquet,2013,0,4
Mouette mélanocéphale,2009,0,1
Oedicnème criard,2011,0,1
Oie cendrée,2017,0,13
Perruche à collier,2009,0,1
Perruche ondulée,2010,0,1
Petit Gravelot,2018,0,2
Phragmite des joncs,2013,0,1
Pipit de Richard,2009,0,1
Pipit spioncelle,2011,0,12
Râle d'eau,2012,0,21
Râle des genêts,2017,0,1
Sarcelle d'hiver,2013,0,1
Sizerin flammé,2018,0,2
Torcol fourmilier,2017,0,2
Traquet motteux,2018,0,6
Vautour fauve,2008,0,1
