33
0
50
0
0
19
7
3
0
1
3
2
12
1
11
5
3
22
41
4
0
0
2
1
0
21
4
20
0
0
62
0
3
0
0
0
0
19
0
2
4
0
86
0
35
1
9
3
137
0
0
0
14
1
62
7
63
21
41
10
1
1
1
13
367
0
43
0
0
1
1
93
24
12
1
123
27
5
19
113
0
1
6
7
12
0
0
113
0
0
37
19
0
2
1
34
107
2
0
39
17
47
0
10
19
2
19
1
12
60
0
3
1
4
0
14
13
41
0
14
161
0
0
5
36
9
0
14
4
63
28
19
0
0
2
0
163
138
1
0
1
7
5
4
0
0
1
12
6
150
199
1
2
7
0
0
0
5
81
3
56
4
2
3
0
0
4
11
15
1
2
11
173
53
2
36
0
213
0
114
0
1
