frname,lastobs,newcount,oldcount
Accenteur mouchet,2017,0,7
Aigle botté,2018,0,1
Aigle royal,2023,1,0
Aigrette garzette,2020,1,4
Alouette lulu,2022,3,1
Bergeronnette des ruisseaux,2022,3,4
Bergeronnette grise,2023,11,35
Bergeronnette printanière,2017,0,2
Bihoreau gris,2013,0,3
Bondrée apivore,2015,0,5
Bouscarle de Cetti,2019,3,2
Bruant zizi,2023,9,23
Busard Saint-Martin,2014,0,1
Buse variable,2022,2,15
Canard colvert,2014,0,1
Chardonneret élégant,2023,6,26
Chevalier guignette,2019,1,2
Choucas des tours,2023,1,2
Chouette hulotte,2018,0,4
Circaète Jean-le-Blanc,2022,3,9
Cormoran huppé,2014,0,2
Corneille mantelée,2021,4,0
Corneille noire,2022,5,21
Coucou gris,2019,2,2
Crabier chevelu,2021,1,0
Échasse blanche,2012,0,1
Épervier d'Europe,2022,4,13
Étourneau sansonnet,2019,1,5
Faisan de Colchide,2017,0,4
Faucon crécerelle,2022,4,9
Faucon d'Éléonore,2023,1,2
Faucon hobereau,2020,1,0
Faucon kobez,2021,1,0
Faucon pèlerin,2018,0,3
Fauvette à tête noire,2023,24,77
Fauvette des Balkans (ssp. cantillans),2022,4,8
Fauvette mélanocéphale,2023,30,82
Fauvette pitchou,2021,1,13
Fou de Bassan,2023,1,3
Gallinule poule-d'eau,2015,0,3
Geai des chênes,2023,34,98
Gobemouche gris,2023,1,4
Gobemouche noir,2017,0,5
Goéland leucophée,2023,21,50
Grand Corbeau,2023,6,12
Grand Cormoran,2021,1,9
Grand-duc d'Europe,2023,2,0
Grimpereau des jardins,2023,13,65
Grive draine,2012,0,2
Grive musicienne,2017,0,7
Grosbec casse-noyaux,2014,0,1
Guêpier d'Europe,2022,5,15
Héron cendré,2021,1,3
Héron pourpré,2019,1,0
Hirondelle de fenêtre,2023,15,14
Hirondelle de rochers,2022,1,2
Hirondelle rousseline,2023,3,3
Hirondelle rustique,2023,12,61
Huppe fasciée,2022,3,7
Loriot d'Europe,2015,0,7
Martinet à ventre blanc,2023,5,10
Martinet noir,2023,15,29
Martinet pâle,2023,2,2
Martin-pêcheur d'Europe,2023,7,3
Merle noir,2023,13,74
Mésange à longue queue,2021,4,21
Mésange bleue,2023,33,89
Mésange charbonnière,2023,28,87
Mésange huppée,2023,5,22
Mésange noire,2020,1,0
Milan noir,2017,0,3
Moineau domestique,2023,16,28
Monticole bleu,2022,1,1
Mouette mélanocéphale,2019,1,1
Mouette rieuse,2019,1,4
Perdrix rouge,2016,0,4
Perruche à collier,2021,1,0
Petit-duc scops,2023,17,40
Pic épeiche,2017,0,12
Pic épeichette,2021,2,6
Pic vert,2023,7,22
Pie bavarde,2023,17,53
Pie-grièche à tête rousse,2021,1,1
Pigeon ramier,2023,6,14
Pingouin torda,2022,1,0
Pinson des arbres,2023,16,86
Pipit des arbres,2015,0,2
Pipit farlouse,2012,0,2
Pouillot de Bonelli,2021,1,0
Pouillot fitis,2021,1,1
Pouillot véloce,2022,6,29
Puffin de Scopoli,2023,2,1
Puffin yelkouan,2023,2,2
Roitelet à triple bandeau,2022,5,21
Roitelet huppé,2017,0,7
Rollier d'Europe,2017,0,2
Rossignol philomèle,2023,19,51
Rougegorge familier,2023,27,80
Rougequeue à front blanc,2023,1,1
Rougequeue noir,2022,6,21
Rousserolle effarvatte,2017,0,2
Serin cini,2021,4,12
Sittelle torchepot,2020,1,6
Sterne caugek,2011,0,4
Tarin des aulnes,2022,3,2
Torcol fourmilier,2018,0,1
Tourterelle des bois,2019,1,9
Tourterelle turque,2023,37,77
Traquet motteux,2022,1,2
Troglodyte mignon,2020,1,9
Verdier d'Europe,2023,10,21
