frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,3,16
Aigrette garzette,2023,14,49
Alouette calandrelle,2017,0,1
Alouette des champs,2024,39,109
Alouette lulu,2023,7,6
Autour des palombes,2022,1,7
Avocette élégante,2021,3,0
Bécasseau minute,2020,4,0
Bécasseau sanderling,2021,2,0
Bécasseau variable,2022,11,3
Bécasse des bois,2013,0,4
Bécassine des marais,2023,37,28
Bécassine sourde,2022,1,0
Bec-croisé des sapins,2018,0,11
Bergeronnette des ruisseaux,2024,7,17
Bergeronnette grise,2024,65,79
Bergeronnette printanière,2024,40,93
Bernache nonnette,2017,0,1
Bihoreau gris,2023,7,11
Blongios nain,2021,3,3
Bondrée apivore,2023,6,17
Bouvreuil pivoine,2024,3,12
Bruant des roseaux,2024,51,117
Bruant jaune,2023,13,59
Bruant ortolan,2022,4,0
Bruant proyer,2024,35,40
Bruant zizi,2024,2,5
Busard cendré,2023,7,15
Busard des roseaux,2023,17,33
Busard Saint-Martin,2024,22,51
Buse variable,2024,160,232
Butor étoilé,2019,1,5
Caille des blés,2023,10,20
Canard chipeau,2024,118,252
Canard colvert,2024,156,212
Canard pilet,2024,4,0
Canard siffleur,2021,9,22
Canard souchet,2024,38,42
Chardonneret élégant,2024,50,32
Chevalier aboyeur,2021,21,16
Chevalier arlequin,2021,17,2
Chevalier culblanc,2024,47,25
Chevalier gambette,2023,11,5
Chevalier guignette,2023,30,15
Chevalier sylvain,2023,27,7
Chevêche d'Athéna,2024,3,3
Choucas des tours,2024,19,22
Chouette hulotte,2020,3,23
Cigogne blanche,2024,48,49
Cigogne noire,2022,11,6
Cisticole des joncs,2022,3,0
Combattant varié,2023,33,12
Corbeau freux,2023,12,39
Corneille noire,2024,152,122
Coucou gris,2023,38,41
Courlis cendré,2024,82,100
Courlis corlieu,2022,2,0
Crabier chevelu,2021,1,3
Cygne noir,2019,2,0
Cygne tuberculé,2024,140,144
Échasse blanche,2023,12,3
Effraie des clochers,2023,7,27
Épervier d'Europe,2024,6,28
Étourneau sansonnet,2024,104,111
Faisan de Colchide,2024,34,43
Faucon crécerelle,2024,55,96
Faucon émerillon,2020,1,2
Faucon hobereau,2023,8,22
Faucon kobez,2023,5,5
Faucon pèlerin,2020,2,13
Fauvette à tête noire,2024,81,69
Fauvette babillarde,2023,19,30
Fauvette des jardins,2023,12,14
Fauvette grisette,2024,39,64
Foulque macroule,2024,117,164
Fuligule milouin,2024,72,133
Fuligule morillon,2024,31,26
Fuligule nyroca,2015,0,1
Gallinule poule-d'eau,2024,19,52
Garrot à oeil d'or,2024,3,3
Geai des chênes,2024,92,125
Gobemouche gris,2021,3,7
Gobemouche noir,2022,4,10
Goéland brun,2023,1,0
Goéland leucophée,2024,34,5
Gorgebleue à miroir,2020,3,0
Grand Corbeau,2023,6,2
Grand Cormoran,2024,85,108
Grande Aigrette,2024,171,436
Grand Gravelot,2020,2,1
Gravelot à collier interrompu,2021,1,0
Grèbe à cou noir,2023,11,9
Grèbe castagneux,2024,37,54
Grèbe huppé,2024,148,161
Grimpereau des bois,2010,0,3
Grimpereau des jardins,2024,43,28
Grive draine,2024,10,42
Grive litorne,2024,9,31
Grive mauvis,2024,9,17
Grive musicienne,2024,25,39
Grosbec casse-noyaux,2024,15,40
Guêpier d'Europe,2023,27,14
Guifette moustac,2023,6,3
Guifette noire,2017,0,10
Harle bièvre,2021,1,4
Harle piette,2011,0,5
Héron cendré,2024,175,237
Héron garde-boeufs,2023,20,5
Héron pourpré,2023,26,39
Hibou moyen-duc,2022,1,12
Hirondelle de fenêtre,2024,18,17
Hirondelle de rivage,2023,12,12
Hirondelle rustique,2024,99,77
Huppe fasciée,2024,12,16
Hypolaïs ictérine,2020,3,0
Hypolaïs polyglotte,2023,15,25
Ibis falcinelle,2023,1,0
Linotte mélodieuse,2024,20,35
