frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,34,180
Aigle botté,2022,6,9
Aigrette garzette,2024,209,472
Alouette des champs,2023,20,88
Alouette lulu,2023,4,5
Autour des palombes,2018,0,3
Avocette élégante,2023,5,1
Barge à queue noire,2022,6,71
Barge rousse,2015,0,2
Bécasseau cocorli,2022,7,41
Bécasseau de Temminck,2021,5,84
Bécasseau maubèche,2015,0,6
Bécasseau minute,2023,46,227
Bécasseau rousset,2010,0,1
Bécasseau sanderling,2017,0,7
Bécasseau tacheté,2021,14,25
Bécasseau variable,2023,65,307
Bécasse des bois,2022,1,0
Bécassine des marais,2023,124,473
Bergeronnette citrine,2016,0,1
Bergeronnette des ruisseaux,2023,33,111
Bergeronnette flavéole (M.f.flavissima),2016,0,1
Bergeronnette grise,2024,152,415
Bergeronnette printanière,2023,22,88
Bernache du Canada,2017,0,1
Bernache nonnette,2023,5,12
Bihoreau gris,2023,70,186
Blongios nain,2011,0,1
Bondrée apivore,2023,7,29
Bouscarle de Cetti,2024,114,195
Bouvreuil pivoine,2021,1,12
Bruant des roseaux,2023,9,55
Bruant fou,2017,0,3
Bruant jaune,2022,1,2
Bruant ortolan,2012,0,1
Bruant proyer,2018,0,3
Bruant zizi,2023,8,54
Busard cendré,2013,0,2
Busard des roseaux,2023,10,26
Busard Saint-Martin,2018,0,19
Buse variable,2024,146,398
Caille des blés,2022,1,0
Canard chipeau,2023,14,134
Canard colvert,2024,231,548
Canard des Bahamas,2012,0,4
Canard mandarin,2019,2,4
Canard pilet,2024,8,45
Canard siffleur,2023,17,89
Canard souchet,2024,102,282
Chardonneret élégant,2024,64,148
Chevalier aboyeur,2023,58,104
Chevalier arlequin,2022,11,50
Chevalier culblanc,2023,70,196
Chevalier gambette,2023,25,47
Chevalier guignette,2024,127,416
Chevalier sylvain,2023,62,214
Choucas des tours,2014,0,1
Chouette hulotte,2023,4,8
Cigogne blanche,2023,5,25
Cigogne noire,2019,1,14
Circaète Jean-le-Blanc,2021,1,2
Cisticole des joncs,2023,8,10
Cochevis huppé,2016,0,1
Combattant varié,2023,74,220
Corneille noire,2024,204,526
