frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,60,70
Aigrette garzette,2021,1,2
Alouette des champs,2023,9,40
Avocette élégante,2015,0,5
Bécasseau variable,2014,0,1
Bécasse des bois,2017,0,2
Bécassine des marais,2023,3,11
Bécassine sourde,2016,0,2
Bec-croisé des sapins,2020,2,1
Bergeronnette des ruisseaux,2024,6,5
Bergeronnette grise,2024,17,13
Bergeronnette printanière,2023,10,40
Bernache du Canada,2023,8,94
Bernache nonnette,2019,1,3
Bouscarle de Cetti,2023,3,5
Bouvreuil pivoine,2021,1,0
Bruant des roseaux,2022,1,6
Bruant jaune,2023,24,17
Busard cendré,2024,2,0
Busard des roseaux,2023,1,3
Busard Saint-Martin,2020,1,1
Buse variable,2024,8,37
Caille des blés,2021,1,1
Canard chipeau,2020,3,50
Canard colvert,2024,19,158
Canard mandarin,2020,2,2
Canard pilet,2014,0,3
Canard siffleur,2013,0,2
Canard souchet,2016,0,45
Cassenoix moucheté,2020,1,0
Chardonneret élégant,2024,25,27
Chevalier aboyeur,2017,0,1
Chevalier culblanc,2023,1,3
Chevalier gambette,2017,0,3
Chevalier guignette,2018,0,12
Chevêche d'Athéna,2023,26,73
Choucas des tours,2024,87,72
Chouette hulotte,2022,7,2
Cigogne blanche,2023,3,5
Cigogne noire,2013,0,1
Combattant varié,2015,0,3
Corbeau freux,2024,16,13
Corneille noire,2024,40,3
Coucou gris,2023,13,24
Courlis cendré,2023,1,0
Courlis corlieu,2015,0,1
Cygne tuberculé,2023,1,85
Effraie des clochers,2020,1,2
Épervier d'Europe,2024,10,10
Étourneau sansonnet,2024,139,96
Faisan de Colchide,2023,10,23
Faisan vénéré,2024,1,0
Faucon crécerelle,2023,12,109
Faucon émerillon,2017,0,2
Faucon hobereau,2020,2,8
Faucon pèlerin,2024,24,12
Fauvette à tête noire,2024,44,68
Fauvette babillarde,2020,2,6
Fauvette des jardins,2019,1,12
Fauvette grisette,2023,16,51
Foulque macroule,2023,12,152
Fuligule milouin,2016,0,30
Fuligule morillon,2023,5,131
Fuligule nyroca,2016,0,4
Gallinule poule-d'eau,2024,20,163
Garrot à oeil d'or,2016,0,1
Geai des chênes,2024,43,54
Gobemouche gris,2020,2,4
Goéland argenté,2023,11,35
Goéland brun,2024,7,31
Goéland cendré,2024,8,38
Goéland leucophée,2015,0,7
Goéland marin,2012,0,1
Gorgebleue à miroir,2020,2,4
Grand Corbeau,2021,1,0
Grand Cormoran,2024,6,81
Grande Aigrette,2022,1,3
Grèbe à cou noir,2016,0,12
Grèbe castagneux,2021,6,131
Grèbe huppé,2024,6,14
Grimpereau des jardins,2023,6,9
Grive draine,2023,15,9
Grive litorne,2020,2,11
Grive mauvis,2023,5,7
Grive musicienne,2024,79,60
Grosbec casse-noyaux,2018,0,4
Harle bièvre,2014,0,2
Héron cendré,2023,3,64
Héron garde-boeufs,2021,1,0
Hibou moyen-duc,2021,4,10
Hirondelle de fenêtre,2023,33,18
Hirondelle de rivage,2023,3,3
Hirondelle rustique,2023,46,59
Huîtrier pie,2017,0,5
Hypolaïs ictérine,2023,4,25
Hypolaïs polyglotte,2016,0,1
Ibis falcinelle,2015,0,2
Jaseur boréal,2013,0,3
Linotte mélodieuse,2024,3,4
Locustelle tachetée,2019,1,0
Loriot d'Europe,2013,0,1
Martinet noir,2023,93,27
Martin-pêcheur d'Europe,2024,2,6
Merle à plastron,2015,0,1
Merle noir,2024,298,201
Mésange à longue queue,2024,32,36
Mésange bleue,2024,123,100
Mésange boréale,2014,0,1
Mésange charbonnière,2024,177,146
Mésange huppée,2023,10,0
Mésange noire,2022,3,4
Mésange nonnette,2021,2,0
Moineau domestique,2024,229,98
Moineau friquet,2022,4,15
Mouette rieuse,2024,15,110
Oie à tête barrée,2016,0,1
Oie cendrée,2024,4,12
Ouette d'Égypte,2022,2,16
Perdrix grise,2023,15,73
Perruche à collier,2024,29,70
Petit Gravelot,2017,0,2
Phragmite des joncs,2023,1,5
Pic épeiche,2024,29,24
Pic épeichette,2022,1,4
Pic noir,2020,1,0
Pic vert,2024,55,99
Pie bavarde,2024,102,82
Pigeon biset domestique,2024,26,1
Pigeon biset (origine naturelle),2023,2,12
Pigeon colombin,2023,3,8
Pigeon ramier,2024,203,146
Pinson des arbres,2024,103,139
Pinson du Nord,2024,11,10
Pipit farlouse,2024,8,9
Pipit spioncelle,2023,1,0
Pouillot fitis,2020,2,63
Pouillot véloce,2024,42,89
Râle d'eau,2022,1,3
Roitelet à triple bandeau,2023,2,3
Roitelet huppé,2024,10,13
Rossignol philomèle,2023,1,0
Rougegorge familier,2024,156,86
Rougequeue à front blanc,2020,1,0
Rougequeue noir,2024,13,8
Rousserolle effarvatte,2023,1,8
Rousserolle verderolle,2020,2,13
Sarcelle d'été,2016,0,2
Sarcelle d'hiver,2016,0,47
Serin cini,2023,2,1
Sittelle torchepot,2019,2,3
Sizerin flammé,2018,0,5
Tadorne de Belon,2024,10,153
Tarier des prés,2021,1,1
Tarier pâtre,2023,4,0
Tarin des aulnes,2024,1,18
Tourterelle des bois,2020,3,24
Tourterelle rieuse,2016,0,1
Tourterelle turque,2024,216,100
Traquet motteux,2023,3,14
Troglodyte mignon,2024,90,104
Vanneau huppé,2024,18,102
Verdier d'Europe,2024,25,47
