frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,62,13
Aigrette garzette,2024,211,38
Alouette des champs,2024,145,12
Alouette haussecol,2023,4,14
Alouette lulu,2021,1,0
Avocette élégante,2024,51,1
Barge à queue noire,2023,35,3
Barge rousse,2023,26,3
Bécasseau cocorli,2023,16,1
Bécasseau de Temminck,2023,4,0
Bécasseau maubèche,2023,19,1
Bécasseau minute,2023,29,1
Bécasseau sanderling,2024,107,23
Bécasseau tacheté,2023,4,1
Bécasseau variable,2024,137,25
Bécasseau violet,2023,2,2
Bécasse des bois,2019,1,0
Bécassine des marais,2024,84,11
Bergeronnette des ruisseaux,2024,7,3
Bergeronnette flavéole (M.f.flavissima),2023,45,5
Bergeronnette grise,2024,211,16
Bergeronnette printanière,2023,96,11
Bernache cravant,2024,39,8
Bernache nonnette,2022,1,1
Bondrée apivore,2023,2,0
Bouscarle de Cetti,2024,150,13
Bouvreuil pivoine,2021,5,5
Bruant des neiges,2023,44,6
Bruant des roseaux,2023,50,9
Bruant jaune,2019,0,2
Bruant lapon,2022,5,2
Bruant proyer,2021,3,0
Bruant zizi,2024,31,16
Busard cendré,2023,5,0
Busard des roseaux,2024,67,12
Busard Saint-Martin,2024,8,2
Buse variable,2024,50,10
Butor étoilé,2020,2,0
Caille des blés,2022,2,1
Canard chipeau,2024,12,3
Canard colvert,2024,136,23
Canard pilet,2024,24,3
Canard siffleur,2023,10,3
Canard souchet,2024,52,7
Chardonneret élégant,2024,57,9
Chevalier aboyeur,2023,53,2
Chevalier arlequin,2023,7,1
Chevalier culblanc,2024,55,5
Chevalier gambette,2023,58,8
Chevalier guignette,2023,62,5
Chevalier sylvain,2023,13,1
Chevêche d'Athéna,2024,26,4
Choucas des tours,2024,4,4
Chouette hulotte,2022,6,4
Cisticole des joncs,2023,100,9
Cochevis huppé,2020,1,2
Combattant varié,2023,28,0
Corbeau freux,2024,3,1
Cormoran huppé,2024,37,18
Corneille mantelée,2021,1,2
Corneille noire,2023,61,11
Coucou gris,2023,19,3
Courlis cendré,2024,21,3
Courlis corlieu,2023,45,13
Cygne chanteur,2017,0,2
Cygne noir,2023,26,12
Cygne tuberculé,2024,248,42
Échasse blanche,2023,124,10
Effraie des clochers,2022,2,2
Eider à duvet,2021,3,1
Élanion blanc,2021,3,0
Épervier d'Europe,2023,18,5
Étourneau sansonnet,2024,85,18
Faisan de Colchide,2024,8,2
Faucon crécerelle,2024,73,10
Faucon émerillon,2023,9,3
Faucon hobereau,2022,7,1
Faucon pèlerin,2023,18,2
Fauvette à tête noire,2023,14,7
Fauvette babillarde,2022,3,3
Fauvette des jardins,2019,1,1
Fauvette grisette,2023,17,3
Fauvette pitchou,2020,2,0
Fou de Bassan,2024,104,16
Foulque macroule,2024,184,38
Fuligule milouin,2023,31,3
Fuligule milouinan,2023,2,2
Fuligule morillon,2023,20,4
Fulmar boréal,2022,3,1
Gallinule poule-d'eau,2024,82,9
Geai des chênes,2023,3,3
Gobemouche gris,2023,5,2
Goéland à ailes blanches,2018,0,3
Goéland argenté,2023,77,21
Goéland brun,2024,29,2
Goéland cendré,2022,8,3
Goéland marin,2024,116,32
Goéland pontique,2019,0,1
Gorgebleue à miroir,2023,2,0
Grand Corbeau,2024,11,3
Grand Cormoran,2024,192,41
Grande Aigrette,2023,70,22
Grand Gravelot,2023,111,22
Grand Labbe,2023,2,1
Gravelot à collier interrompu,2023,67,12
Grèbe à cou noir,2022,5,7
Grèbe castagneux,2024,220,21
Grèbe esclavon,2024,5,7
Grèbe huppé,2024,10,2
Grèbe jougris,2018,0,1
Grimpereau des jardins,2023,3,2
Grive draine,2020,2,2
Grive litorne,2017,0,3
Grive mauvis,2023,5,3
Grive musicienne,2024,33,11
Grosbec casse-noyaux,2018,0,2
Guêpier d'Europe,2023,2,0
Guifette leucoptère,2019,2,1
Guifette noire,2022,2,1
Guillemot de Troïl,2021,5,1
Harelde boréale,2018,0,3
Harle huppé,2023,1,2
Héron cendré,2024,114,35
Héron garde-boeufs,2024,30,8
Héron pourpré,2019,1,0
Hibou des marais,2022,6,2
Hibou moyen-duc,2019,1,0
Hirondelle de fenêtre,2023,12,6
Hirondelle de rivage,2023,103,16
Hirondelle rustique,2023,77,10
Huîtrier pie,2023,32,9
Hypolaïs polyglotte,2023,2,0
Ibis falcinelle,2023,8,1
Labbe à longue queue,2022,2,0
Labbe parasite,2023,4,1
Linotte à bec jaune,2017,0,1
Linotte mélodieuse,2023,157,15
Locustelle tachetée,2019,3,0
Macreuse brune,2019,0,1
Macreuse noire,2022,5,2
Marouette ponctuée,2020,1,0
Martinet noir,2023,25,2
Martin-pêcheur d'Europe,2023,7,3
Merle à plastron,2023,3,0
Merle noir,2024,74,14
Mésange à longue queue,2023,4,3
Mésange bleue,2024,34,12
Mésange charbonnière,2024,27,12
Mésange huppée,2009,0,1
Mésange nonnette,2024,2,3
Milan royal,2020,1,0
Moineau domestique,2024,64,15
Mouette mélanocéphale,2023,84,20
Mouette pygmée,2023,9,0
Mouette rieuse,2024,164,41
Mouette tridactyle,2023,7,1
Oie cendrée,2022,14,1
Oie des moissons,2021,4,0
Oie rieuse,2022,2,0
Ouette d'Égypte,2018,0,2
Perdrix grise,2019,1,1
Perdrix rouge,2022,1,0
Petit Gravelot,2023,53,5
Phalarope à bec étroit,2022,1,0
Phalarope à bec large,2021,45,0
Phragmite des joncs,2023,23,4
Pic épeiche,2024,3,2
Pic épeichette,2022,1,1
Pic vert,2020,1,1
Pie bavarde,2024,45,6
Pigeon biset domestique,2023,11,2
Pigeon colombin,2022,1,1
Pigeon ramier,2024,64,10
Pingouin torda,2022,13,7
Pinson des arbres,2024,72,15
Pinson du Nord,2021,8,1
Pipit à gorge rousse,2022,2,0
Pipit de Richard,2023,1,1
Pipit des arbres,2024,3,0
Pipit farlouse,2024,195,18
Pipit maritime,2023,33,4
Pipit spioncelle,2024,50,7
Plongeon arctique,2024,25,6
Plongeon catmarin,2024,15,3
Plongeon imbrin,2023,19,11
Pluvier argenté,2023,39,2
Pluvier doré,2023,11,4
Pluvier guignard,2010,0,2
Pouillot fitis,2023,4,0
Pouillot véloce,2023,51,8
Puffin cendré,2017,0,1
Puffin des Anglais,2017,0,1
Puffin des Baléares,2022,3,2
Râle d'eau,2023,42,10
Roitelet à triple bandeau,2009,0,1
Roitelet huppé,2019,1,4
Rougegorge familier,2024,89,16
Rougequeue noir,2022,11,1
Rousserolle effarvatte,2023,31,4
Rousserolle verderolle,2018,0,1
Sarcelle d'été,2023,21,4
Sarcelle d'hiver,2024,67,5
Serin cini,2022,13,1
Sittelle torchepot,2019,1,2
Spatule blanche,2023,77,19
Sterne caugek,2023,47,9
Sterne hansel,2022,4,1
Sterne pierregarin,2022,5,2
Tadorne casarca,2021,23,0
Tadorne de Belon,2024,214,29
Tarier des prés,2023,9,2
Tarier pâtre,2024,149,26
Tarin des aulnes,2024,6,0
Torcol fourmilier,2022,2,0
Tournepierre à collier,2024,124,18
Tourterelle des bois,2023,6,5
Tourterelle turque,2024,18,9
Traquet motteux,2023,137,10
Troglodyte mignon,2024,63,10
Vanneau huppé,2024,128,32
Verdier d'Europe,2024,94,15
